"sde_weight","sdl_weight","awy_weight","cost_weight","sde_score","sdl_score","awy_score","cost_score","esm_case","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","index"
0,0.25,0.75,0,129106.141358039,439017.825845752,3253916.73832571,1248761600,6,0,189,767,0,0,0,0,0.197698744769874,0.802301255230126,0,0,0,0,0.0290591895202415,0.970940810479759,0,0,0,0,36288000,1212473600,0,0,0,81
0.25,0.25,0.5,0,485383.001601289,1713600.94549749,2633810.72518779,1248524800,6,0,1184,646,0,0,0,0,0.646994535519126,0.353005464480874,0,0,0,0,0.182077280323146,0.817922719676854,0,0,0,0,227328000,1021196800,0,0,0,82
0.5,0.25,0.25,0,1294490.95531197,4734563.77358739,-451538.216638145,1249959408,6,0,5141,158,0,4,1,0,0.969268476621418,0.029788838612368,0,0.000754147812971342,0.000188536953242836,0,0.789683243857788,0.19981960886205,0,0.00505872427498862,0.0054384230051733,0,987072000,249766400,0,6323200,6797808,83
0.75,0.25,0,0,1707871.84212123,6400125.41887972,-6142052.48223543,1249907200,6,0,6477,0,0,4,0,0,0.999382811294553,0,0,0.00061718870544669,0,0,0.994941064424623,0,0,0.00505893557537712,0,0,1243584000,0,0,6323200,0,84
0,0.5,0.5,0,901375.319413799,3268298.70041232,1367121.18515892,1249568000,6,0,3009,425,0,0,0,0,0.876237623762376,0.123762376237624,0,0,0,0,0.462342185459295,0.537657814540705,0,0,0,0,577728000,671840000,0,0,0,85
0.25,0.5,0.25,0,1537945.1406182,5687717.8498211,-2144409.05229067,1249914608,6,0,6384,3,0,8,1,0,0.99812382739212,0.000469043151969981,0,0.00125078173858662,0.000156347717323327,0,0.980649391690284,0.00379417919403979,0,0.0101178111841061,0.00543861793156993,0,1225728000,4742400,0,12646400,6797808,86
0.5,0.5,0,0,1704948.55488931,6405443.16015254,-6212547.98664315,1249907200,6,0,6477,0,0,4,0,0,0.999382811294553,0,0,0.00061718870544669,0,0,0.994941064424623,0,0,0.00505893557537712,0,0,1243584000,0,0,6323200,0,87
0,0.75,0.25,0,1595095.18618937,5927185.80039637,-2758574.84030151,1249837808,6,0,6433,0,0,5,1,0,0.999068178288554,0,0,0.000776518092871564,0.000155303618574313,0,0.988237027311947,0,0,0.00632402056443471,0.00543895212361827,0,1235136000,0,0,7904000,6797808,88
0.25,0.75,0,0,1702827.62972491,6406838.46316918,-6262233.88678221,1249907200,6,0,6477,0,0,4,0,0,0.999382811294553,0,0,0.00061718870544669,0,0,0.994941064424623,0,0,0.00505893557537712,0,0,1243584000,0,0,6323200,0,89
0,1,0,0,1701285.91957491,6407083.00401355,-6281254.31333409,1249907200,6,0,6477,0,0,4,0,0,0.999382811294553,0,0,0.00061718870544669,0,0,0.994941064424623,0,0,0.00505893557537712,0,0,1243584000,0,0,6323200,0,90
0,0,1,0,149.49808820201,19281.5589435261,2034761.03109508,1248832000,7,0,0,790,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1248832000,0,0,0,91
0.25,0,0.75,0,3306.49569690206,39433.3467524427,2033886.06279562,1248832000,7,0,0,790,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1248832000,0,0,0,92
0.5,0,0.5,0,16781.3724950746,160989.368475616,2023820.17846249,1249747200,7,0,13,789,0,0,0,0,0.0162094763092269,0.983790523690773,0,0,0,0,0.00199720391451967,0.99800279608548,0,0,0,0,2496000,1247251200,0,0,0,93
0.75,0,0.25,0,79023.6808694523,855344.567534438,1883552.82102714,1248627200,7,0,213,751,0,13,0,0,0.218014329580348,0.768679631525077,0,0.0133060388945752,0,0,0.0327527704025669,0.950788834329414,0,0.0164583952680191,0,0,40896000,1187180800,0,20550400,0,94
1,0,0,0,343057.622821482,5788621.6556215,-6226383.21650824,1249849600,7,0,6452,0,0,7,0,0,0.998916240904165,0,0,0.00108375909583527,0,0,0.991146454741434,0,0,0.00885354525856551,0,0,1238784000,0,0,11065600,0,95
0,0.25,0.75,0,101044.945632636,1834524.21255063,1668229.11469071,1248492800,7,0,484,729,0,2,0,0,0.398353909465021,0.6,0,0.00164609053497942,0,0,0.0744321473059356,0.923035519307761,0,0.00253233338630387,0,0,92928000,1152403200,0,3161600,0,96
0.25,0.25,0.5,0,138147.839467342,2459791.5984009,1310280.50107949,1249196800,7,0,1311,628,0,3,0,0,0.675077239958805,0.323377960865088,0,0.00154479917610711,0,0,0.20149907524579,0.794704565365521,0,0.0037963593886888,0,0,251712000,992742400,0,4742400,0,97
0.5,0.25,0.25,0,235301.261977551,4241010.36850156,-327660.096553232,1248653808,7,0,4492,238,0,2,1,0,0.949080921191633,0.0502852313543207,0,0.00042256496936404,0.00021128248468202,0,0.690715068079142,0.301308815613687,0,0.00253200685389653,0.0054441094532745,0,862464000,376230400,0,3161600,6797808,98
0.75,0.25,0,0,318937.808165381,6395739.33255668,-8137909.72754773,1249907200,7,0,6477,0,0,4,0,0,0.999382811294553,0,0,0.00061718870544669,0,0,0.994941064424623,0,0,0.00505893557537712,0,0,1243584000,0,0,6323200,0,99
0,0.5,0.5,0,215598.480481142,3983318.84434584,-18008.7760550561,1249869808,7,0,3922,308,0,2,1,0,0.92652964800378,0.0727616347743917,0,0.00047247814788566,0.00023623907394283,0,0.602481950664097,0.389549693002905,0,0.00252954346105783,0.00543881287194034,0,753024000,486886400,0,3161600,6797808,100
0.25,0.5,0.25,0,279742.571950728,5320935.13936482,-1918837.24389954,1249812208,7,0,6367,8,0,5,1,0,0.997805986522489,0.00125372198714935,0,0.000783576241968343,0.000156715248393669,0,0.978118146210331,0.0101186401597383,0,0.00632415009983644,0.00543906353009475,0,1222464000,12646400,0,7904000,6797808,101
0.5,0.5,0,0,313837.974314705,6405651.85328516,-8252358.80956484,1249907200,7,0,6477,0,0,4,0,0,0.999382811294553,0,0,0.00061718870544669,0,0,0.994941064424623,0,0,0.00505893557537712,0,0,1243584000,0,0,6323200,0,102
0,0.75,0.25,0,292853.497747021,5700432.68285057,-2845918.16575563,1249972208,7,0,6409,1,0,7,1,0,0.998597693985665,0.00015581177937052,0,0.00109068245559364,0.00015581177937052,0,0.984444287740516,0.00126466811812507,0,0.0088526768268755,0.00543836731448352,0,1230528000,1580800,0,11065600,6797808,103
0.25,0.75,0,0,311984.981812264,6406868.02364803,-8309578.1387586,1249907200,7,0,6477,0,0,4,0,0,0.999382811294553,0,0,0.00061718870544669,0,0,0.994941064424623,0,0,0.00505893557537712,0,0,1243584000,0,0,6323200,0,104
0,1,0,0,310569.019803984,6407083.00401355,-8326780.87698215,1249907200,7,0,6477,0,0,4,0,0,0.999382811294553,0,0,0.00061718870544669,0,0,0.994941064424623,0,0,0.00505893557537712,0,0,1243584000,0,0,6323200,0,105
0,0,1,0,1343.40512090418,19281.5589435261,2034761.03109508,1248832000,8,0,0,790,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1248832000,0,0,0,106
0.25,0,0.75,0,32373.5006798388,170400.951339044,2027781.07322686,1249600000,8,0,4,790,0,0,0,0,0.00503778337531486,0.994962216624685,0,0,0,0,0.000614596670934699,0.999385403329065,0,0,0,0,768000,1248832000,0,0,0,107
0.5,0,0.5,0,189706.009675403,1036792.74238636,1906997.58345504,1248736000,8,0,123,773,0,2,0,0,0.136971046770601,0.860801781737194,0,0.0022271714922049,0,0,0.0189119237372831,0.97855623606591,0,0.00253184019680701,0,0,23616000,1221958400,0,3161600,0,108
0.75,0,0.25,0,429352.646195334,2254573.75610796,1322005.50556904,1249516800,8,0,1395,592,0,29,0,0,0.691964285714286,0.293650793650794,0,0.0143849206349206,0,0,0.214354861015074,0.748956396584664,0,0.0366887424002622,0,0,267840000,935833600,0,45843200,0,109
1,0,0,0,1047387.51974783,6227644.21934819,-7247080.44190933,1249894400,8,0,6444,0,0,8,0,0,0.998760074395536,0,0,0.00123992560446373,0,0,0.989882025233492,0,0,0.0101179747665083,0,0,1237248000,0,0,12646400,0,110
0,0.25,0.75,0,306203.827512384,1834524.21255063,1668229.11469071,1248492800,8,0,484,729,0,2,0,0,0.398353909465021,0.6,0,0.00164609053497942,0,0,0.0744321473059356,0.923035519307761,0,0.00253233338630387,0,0,92928000,1152403200,0,3161600,0,111
0.25,0.25,0.5,0,450491.671665856,2649067.91914266,1175005.11104393,1248486400,8,0,1579,595,0,3,0,0,0.725310059715204,0.273311897106109,0,0.00137804317868627,0,0,0.242828436096701,0.753373044351945,0,0.00379851955135434,0,0,303168000,940576000,0,4742400,0,112
0.5,0.25,0.25,0,802476.25539494,4728050.38989835,-953641.531574154,1249985008,8,0,5454,119,0,5,1,0,0.977594550994802,0.0213299874529486,0,0.000896217960207923,0.000179243592041585,0,0.837744447571806,0.150493964964418,0,0.0063232758388411,0.00543831162493431,0,1047168000,188115200,0,7904000,6797808,113
0.75,0.25,0,0,1034332.31043059,6386180.98331186,-8019206.24048069,1249952000,8,0,6469,0,0,5,0,0,0.999227679950571,0,0,0.000772320049428483,0,0,0.993676557179796,0,0,0.0063234428202043,0,0,1242048000,0,0,7904000,0,114
0,0.5,0.5,0,669231.440962834,3983318.84434584,-18008.7760550561,1249869808,8,0,3922,308,0,2,1,0,0.92652964800378,0.0727616347743917,0,0.00047247814788566,0.00023623907394283,0,0.602481950664097,0.389549693002905,0,0.00252954346105783,0.00543881287194034,0,753024000,486886400,0,3161600,6797808,115
0.25,0.5,0.25,0,896232.972358766,5387399.1043275,-2059772.3762526,1249914608,8,0,6384,6,0,5,1,0,0.99812382739212,0.000938086303939962,0,0.000781738586616635,0.000156347717323327,0,0.980649391690284,0.00758835838807958,0,0.00632363199006632,0.00543861793156993,0,1225728000,9484800,0,7904000,6797808,116
0.5,0.5,0,0,1025363.53934394,6403947.91093446,-8208676.44447588,1249907200,8,0,6477,0,0,4,0,0,0.999382811294553,0,0,0.00061718870544669,0,0,0.994941064424623,0,0,0.00505893557537712,0,0,1243584000,0,0,6323200,0,117
0,0.75,0.25,0,936697.084427133,5700432.68285057,-2845918.16575563,1249972208,8,0,6409,1,0,7,1,0,0.998597693985665,0.00015581177937052,0,0.00109068245559364,0.00015581177937052,0,0.984444287740516,0.00126466811812507,0,0.0088526768268755,0.00543836731448352,0,1230528000,1580800,0,11065600,6797808,118
0.25,0.75,0,0,1021102.68782889,6406663.07256185,-8287868.44671859,1249907200,8,0,6477,0,0,4,0,0,0.999382811294553,0,0,0.00061718870544669,0,0,0.994941064424623,0,0,0.00505893557537712,0,0,1243584000,0,0,6323200,0,119
0,1,0,0,1018326.72922606,6407083.00401355,-8326780.87698215,1249907200,8,0,6477,0,0,4,0,0,0.999382811294553,0,0,0.00061718870544669,0,0,0.994941064424623,0,0,0.00505893557537712,0,0,1243584000,0,0,6323200,0,120
0,0,1,0,5486.13999840654,29049.0275832805,2034761.03109508,1248832000,9,0,0,790,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1248832000,0,0,0,121
0.25,0,0.75,0,544415.963786654,1842770.78349138,1909076.51137749,1249273600,9,0,274,757,0,0,0,0,0.265761396702231,0.734238603297769,0,0,0,0,0.0421108714696284,0.957889128530372,0,0,0,0,52608000,1196665600,0,0,0,122
0.5,0,0.5,0,1865451.31535399,6469073.21393382,991591.379815558,1248723200,9,0,2807,449,0,0,0,0,0.862100737100737,0.137899262899263,0,0,0,0,0.431596049468769,0.568403950531231,0,0,0,0,538944000,709779200,0,0,0,123
0.75,0,0.25,0,3258934.95069425,11495843.8940597,-1250251.21735261,1249920000,9,0,6510,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1249920000,0,0,0,0,124
1,0,0,0,3612850.37114065,12827160.5857638,-5560080.81665286,1249920000,9,0,6510,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1249920000,0,0,0,0,125
0,0.25,0.75,0,2133475.75417312,7525717.39027755,677707.656981928,1249696000,9,0,3586,355,0,0,0,0,0.909921339761482,0.0900786602385181,0,0,0,0,0.550943589480962,0.449056410519038,0,0,0,0,688512000,561184000,0,0,0,126
0.25,0.25,0.5,0,3159037.04109274,11252118.4550035,-1019528.62229769,1249914608,9,0,6384,11,0,0,1,0,0.99812382739212,0.0017198248905566,0,0,0.000156347717323327,0,0.980649391690284,0.0139119903781459,0,0,0.00543861793156993,0,1225728000,17388800,0,0,6797808,127
0.5,0.25,0.25,0,3385436.36822178,12055705.8432263,-1822764.15718034,1249920000,9,0,6510,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1249920000,0,0,0,0,128
0.75,0.25,0,0,3605672.35692818,12891823.9215484,-5671639.32377169,1249920000,9,0,6510,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1249920000,0,0,0,0,129
0,0.5,0.5,0,3279313.08229675,11722482.1634014,-1385717.17996156,1249920000,9,0,6510,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1249920000,0,0,0,0,130
0.25,0.5,0.25,0,3440270.29692583,12297618.6261128,-2267543.81470528,1249920000,9,0,6510,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1249920000,0,0,0,0,131
0.5,0.5,0,0,3598588.82737739,12904565.3482744,-5723556.22895774,1249920000,9,0,6510,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1249920000,0,0,0,0,132
0,0.75,0.25,0,3486868.35312326,12488955.0996991,-2761802.46003356,1249920000,9,0,6510,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1249920000,0,0,0,0,133
0.25,0.75,0,0,3593309.93023514,12907928.7427746,-5745668.14257082,1249920000,9,0,6510,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1249920000,0,0,0,0,134
0,1,0,0,3589642.05292313,12908460.5865498,-5776912.5031344,1249920000,9,0,6510,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1249920000,0,0,0,0,135
0,0,1,0,7.34126982178018,-974.428567209438,5568743.23747718,1248832000,10,0,0,790,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1248832000,0,0,0,136
0.25,0,0.75,0,2927.40505093421,9495.22080689823,5568590.09467328,1249024000,10,0,1,790,0,0,0,0,0.00126422250316056,0.998735777496839,0,0,0,0,0.000153720024595204,0.999846279975405,0,0,0,0,192000,1248832000,0,0,0,137
0.5,0,0.5,0,36730.0432525277,204175.937498388,5545895.59922772,1249465600,10,0,28,787,0,0,0,0,0.0343558282208589,0.965644171779141,0,0,0,0,0.00430263946442383,0.995697360535576,0,0,0,0,5376000,1244089600,0,0,0,138
0.75,0,0.25,0,185006.833949801,1494556.60888183,5245489.75999594,1249875200,10,0,343,749,0,0,0,0,0.314102564102564,0.685897435897436,0,0,0,0,0.0526900605756479,0.947309939424352,0,0,0,0,65856000,1184019200,0,0,0,139
1,0,0,0,884373.843493134,11622555.998923,-2660397.96456004,1249964800,10,0,6502,1,0,0,0,0,0.999846224819314,0.000153775180685837,0,0,0,0,0.998735324386735,0.00126467561326527,0,0,0,0,1248384000,1580800,0,0,0,140
0,0.25,0.75,0,224122.10282103,2628849.76777173,4961236.75363777,1248748800,10,0,650,711,0,0,0,0,0.477590007347539,0.522409992652461,0,0,0,0,0.099940035978413,0.900059964021587,0,0,0,0,124800000,1123948800,0,0,0,141
0.25,0.25,0.5,0,434983.747490904,5925294.58724211,3541404.24394638,1249856000,10,0,2146,530,0,0,0,0,0.801943198804185,0.198056801195815,0,0,0,0,0.329663577244099,0.670336422755901,0,0,0,0,412032000,837824000,0,0,0,142
0.5,0.25,0.25,0,785939.834107069,12158776.1920137,-1191020.37975352,1249907200,10,0,6477,4,0,0,0,0,0.999382811294553,0.00061718870544669,0,0,0,0,0.994941064424623,0.00505893557537712,0,0,0,0,1243584000,6323200,0,0,0,143
0.75,0.25,0,0,823656.937087945,12871033.9931024,-3188994.91082422,1249920000,10,0,6510,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1249920000,0,0,0,0,144
0,0.5,0.5,0,734293.372155384,11585414.5615274,-568998.770096772,1249817600,10,0,5999,62,0,0,0,0,0.989770664906781,0.0102293350932189,0,0,0,0,0.921580877081584,0.0784191229184163,0,0,0,0,1151808000,98009600,0,0,0,145
0.25,0.5,0.25,0,792960.360732273,12595361.6609174,-1805110.78914344,1249920000,10,0,6510,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1249920000,0,0,0,0,146
0.5,0.5,0,0,806861.0270489,12903269.7801108,-3234992.28125691,1249920000,10,0,6510,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1249920000,0,0,0,0,147
0,0.75,0.25,0,792111.390117761,12734647.9324216,-2143012.22684571,1249920000,10,0,6510,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1249920000,0,0,0,0,148
0.25,0.75,0,0,800263.632510631,12907661.109583,-3244739.07127414,1249920000,10,0,6510,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1249920000,0,0,0,0,149
0,1,0,0,795659.190595256,12908460.5865498,-3253088.33002374,1249920000,10,0,6510,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1249920000,0,0,0,0,150
0,0,1,0,19.6857963541181,-974.428567209438,5568743.23747718,1248832000,11,0,0,790,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1248832000,0,0,0,151
0.25,0,0.75,0,9447.69939145834,29235.5812639856,5568400.63338749,1249408000,11,0,3,790,0,0,0,0,0.00378310214375788,0.996216897856242,0,0,0,0,0.000461018338285012,0.999538981661715,0,0,0,0,576000,1248832000,0,0,0,152
0.5,0,0.5,0,226196.797917736,948387.183093764,5414299.85918027,1249664000,11,0,169,770,0,0,0,0,0.179978700745474,0.820021299254526,0,0,0,0,0.025965379494008,0.974034620505992,0,0,0,0,32448000,1217216000,0,0,0,153
0.75,0,0.25,0,1188721.1211189,5822959.91558419,3478037.7494644,1249971200,11,0,2196,524,0,0,0,0,0.807352941176471,0.192647058823529,0,0,0,0,0.337313371700084,0.662686628299916,0,0,0,0,421632000,828339200,0,0,0,154
1,0,0,0,2350936.86686476,12545705.1058001,-2957086.84712517,1249920000,11,0,6510,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1249920000,0,0,0,0,155
0,0.25,0.75,0,536344.016849502,2628849.76777173,4961236.75363777,1248748800,11,0,650,711,0,0,0,0,0.477590007347539,0.522409992652461,0,0,0,0,0.099940035978413,0.900059964021587,0,0,0,0,124800000,1123948800,0,0,0,156
0.25,0.25,0.5,0,1303882.36243708,6891109.77977091,2997362.11461442,1248966400,11,0,2693,463,0,0,0,0,0.853295310519645,0.146704689480355,0,0,0,0,0.413987117667857,0.586012882332143,0,0,0,0,517056000,731910400,0,0,0,157
0.5,0.25,0.25,0,2236862.11128898,12320353.5020506,-1399352.14943502,1249920000,11,0,6510,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1249920000,0,0,0,0,158
0.75,0.25,0,0,2323743.85540528,12859131.043169,-3152512.74211931,1249920000,11,0,6510,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1249920000,0,0,0,0,159
0,0.5,0.5,0,2078187.42552309,11585414.5615274,-568998.770096772,1249817600,11,0,5999,62,0,0,0,0,0.989770664906781,0.0102293350932189,0,0,0,0,0.921580877081584,0.0784191229184163,0,0,0,0,1151808000,98009600,0,0,0,160
0.25,0.5,0.25,0,2258995.65356914,12615405.343114,-1849333.82905593,1249920000,11,0,6510,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1249920000,0,0,0,0,161
0.5,0.5,0,0,2302614.6440256,12899307.3802053,-3213895.98505444,1249920000,11,0,6510,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1249920000,0,0,0,0,162
0,0.75,0.25,0,2264414.3594562,12734647.9324216,-2143012.22684571,1249920000,11,0,6510,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1249920000,0,0,0,0,163
0.25,0.75,0,0,2290638.21069703,12907236.0350539,-3236495.39103768,1249920000,11,0,6510,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1249920000,0,0,0,0,164
0,1,0,0,2282920.3793625,12908460.5865498,-3253088.33002374,1249920000,11,0,6510,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1249920000,0,0,0,0,165
0,0,1,0,-48.5243560508334,-974.428567209438,5568743.23747718,1248832000,12,0,0,790,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1248832000,0,0,0,166
0.25,0,0.75,0,40794.5344181676,122614.896903598,5560568.18275786,1249747200,12,0,13,789,0,0,0,0,0.0162094763092269,0.983790523690773,0,0,0,0,0.00199720391451967,0.99800279608548,0,0,0,0,2496000,1247251200,0,0,0,167
